#'chr'	'start'	'end'	'blunt.KKL_35_0_25X.bam'	'cap.KKL_35_0_25X.bam'	'dual_pen.KKL_35_0_25X.bam'	'erm.KKL_35_0_25X.bam'	'pen.KKL_35_0_25X.bam'	'tuf.KKL_35_0_25X.bam'
NC_007795.1	2500004	2500006	4.0	3.0	1.0	1.0	2.0	10.0
NC_007795.1	2500008	2500010	3.0	11.0	0.0	1.0	2.0	11.0
NC_007795.1	2500020	2500022	4.0	13.0	8.0	2.0	5.0	13.0
NC_007795.1	2500022	2500024	27.0	15.0	8.0	3.0	7.0	18.0
NC_007795.1	2500031	2500033	27.0	13.0	8.0	3.0	6.0	23.0
NC_007795.1	2500033	2500035	26.0	12.0	8.0	3.0	5.0	23.0
NC_007795.1	2500037	2500039	28.0	12.0	6.0	5.0	7.0	16.0
NC_007795.1	2500043	2500045	6.0	11.0	6.0	4.0	5.0	10.0
NC_007795.1	2500050	2500052	5.0	6.0	5.0	4.0	5.0	6.0
NC_007795.1	2500058	2500060	1.0	5.0	0.0	0.0	1.0	2.0
NC_007795.1	2500061	2500063	3.0	0.0	0.0	0.0	0.0	0.0
NC_007795.1	2500065	2500067	4.0	2.0	0.0	13.0	1.0	3.0
NC_007795.1	2500077	2500079	5.0	3.0	0.0	13.0	8.0	8.0
NC_007795.1	2500085	2500087	5.0	1.0	0.0	1.0	7.0	6.0
NC_007795.1	2500089	2500091	4.0	1.0	0.0	1.0	6.0	4.0
NC_007795.1	2500097	2500099	2.0	0.0	0.0	1.0	0.0	1.0
NC_007795.1	2500103	2500105	1.0	0.0	0.0	0.0	0.0	0.0
NC_007795.1	2500110	2500112	1.0	3.0	0.0	2.0	0.0	0.0
NC_007795.1	2500124	2500126	1.0	3.0	0.0	3.0	1.0	1.0
NC_007795.1	2500131	2500133	1.0	3.0	4.0	2.0	3.0	27.0
NC_007795.1	2500148	2500150	2.0	8.0	0.0	3.0	10.0	1.0
NC_007795.1	2500150	2500152	3.0	9.0	5.0	6.0	10.0	2.0
NC_007795.1	2500158	2500160	3.0	9.0	5.0	6.0	10.0	2.0
NC_007795.1	2500167	2500169	0.0	0.0	0.0	1.0	0.0	0.0
NC_007795.1	2500175	2500177	0.0	0.0	0.0	1.0	0.0	0.0
NC_007795.1	2500181	2500183	3.0	2.0	1.0	11.0	10.0	11.0
NC_007795.1	2500193	2500195	4.0	3.0	13.0	13.0	11.0	18.0
NC_007795.1	2500214	2500216	3.0	3.0	1.0	2.0	1.0	16.0
NC_007795.1	2500219	2500221	3.0	4.0	2.0	2.0	1.0	18.0
NC_007795.1	2500223	2500225	3.0	4.0	2.0	2.0	1.0	18.0
NC_007795.1	2500232	2500234	0.0	1.0	1.0	0.0	1.0	2.0
NC_007795.1	2500253	2500255	10.0	5.0	1.0	3.0	2.0	35.0
NC_007795.1	2500265	2500267	12.0	6.0	6.0	3.0	2.0	34.0
NC_007795.1	2500280	2500282	4.0	7.0	6.0	5.0	1.0	1.0
NC_007795.1	2500282	2500284	2.0	5.0	1.0	5.0	1.0	2.0
NC_007795.1	2500286	2500288	1.0	2.0	1.0	0.0	2.0	3.0
NC_007795.1	2500293	2500295	1.0	0.0	1.0	2.0	1.0	2.0
NC_007795.1	2500299	2500301	1.0	0.0	1.0	2.0	1.0	1.0
NC_007795.1	2500305	2500307	0.0	0.0	0.0	2.0	0.0	0.0
NC_007795.1	2500326	2500328	0.0	0.0	0.0	0.0	0.0	0.0
NC_007795.1	2500340	2500342	1.0	0.0	2.0	1.0	0.0	0.0
NC_007795.1	2500344	2500346	1.0	0.0	2.0	1.0	0.0	0.0
NC_007795.1	2500352	2500354	1.0	1.0	3.0	1.0	0.0	0.0
NC_007795.1	2500376	2500378	2.0	0.0	1.0	0.0	1.0	6.0
NC_007795.1	2500380	2500382	2.0	0.0	0.0	0.0	2.0	2.0
NC_007795.1	2500394	2500396	0.0	0.0	0.0	0.0	1.0	0.0
NC_007795.1	2500409	2500411	1.0	0.0	0.0	0.0	0.0	2.0
NC_007795.1	2500428	2500430	0.0	0.0	0.0	0.0	1.0	2.0
NC_007795.1	2500468	2500470	2.0	2.0	3.0	0.0	1.0	1.0
NC_007795.1	2500485	2500487	0.0	1.0	1.0	1.0	2.0	0.0
NC_007795.1	2500488	2500490	3.0	1.0	1.0	0.0	2.0	0.0
NC_007795.1	2500496	2500498	3.0	0.0	1.0	1.0	1.0	1.0
NC_007795.1	2500509	2500511	2.0	8.0	0.0	2.0	2.0	2.0
NC_007795.1	2500512	2500514	2.0	8.0	0.0	1.0	2.0	1.0
NC_007795.1	2500526	2500528	1.0	0.0	0.0	0.0	0.0	0.0
NC_007795.1	2500559	2500561	6.0	8.0	1.0	2.0	8.0	1.0
NC_007795.1	2500571	2500573	11.0	9.0	3.0	2.0	9.0	1.0
NC_007795.1	2500583	2500585	9.0	11.0	3.0	2.0	7.0	5.0
